"","MSSubClass","MSZoning","Street","LotShape","LandContour","LotConfig","LandSlope","BldgType","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","FireplaceQu","GarageType","GarageFinish","GarageQual","PavedDrive","MoSold","SaleType","SaleCondition","Remod","IsNew","Location","Amenities1","Amenities2","Railroad","Amenities","NeighRich"
"2528","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,4,3,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"9","Con","Normal",0,0,3,0,0,0,0,1
"2529","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,3,1,5,1,"GasA",4,1,"SBrkr",5,0,"Detchd",3,4,2,"9","WD","Normal",1,0,3,0,0,0,0,1
"2530","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,3,1,"GasA",4,1,"SBrkr",4,0,"Detchd",1,3,2,"10","WD","Normal",1,0,3,0,0,0,0,1
"2531","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",3,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"1","WD","Normal",0,0,3,0,0,0,0,1
"2532","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"2533","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"8","WD","Normal",0,0,3,0,0,0,0,1
"2534","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","BrkFace","PConc",4,3,4,4,6,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"2535","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"1","WD","Normal",0,0,3,0,0,0,0,1
"2536","2 story 1946+","RL",1,1,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"2537","1 story 1946+","RL",1,2,"Lvl","CulDSac",1,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"1","WD","Normal",1,0,3,0,0,0,0,1
"2538","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"6","New","Partial",0,1,3,0,0,0,0,1
"2539","1 story 1946+","RL",1,4,"Lvl","FR2",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"10","WD","Normal",0,0,3,0,0,0,0,1
"2540","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"7","New","Partial",1,0,3,0,0,0,0,1
"2541","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",4,4,"Attchd",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"2542","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,2,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"2544","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","Stone","CBlock",3,3,1,4,2,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,1,"6","COD","Normal",0,0,1,0,0,0,0,1
"2545","1,5 story fin","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,3,1,5,4,"GasA",3,1,"SBrkr",3,4,"Detchd",1,3,0,"7","WD","Normal",1,0,1,0,0,0,0,1
"2546","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","Stone","CBlock",3,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"Attchd",3,3,1,"6","WD","Normal",0,0,1,0,0,0,0,1
"2547","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","Plywood","None","CBlock",3,3,3,6,1,"GasA",3,1,"SBrkr",3,2,"Detchd",1,3,2,"4","WD","Normal",0,0,1,0,0,0,0,1
"2548","duplex all style/age","RL",1,3,"Lvl","CulDSac",2,"Duplex","Gable","CompShg","Plywood","Plywood","None","Slab",0,0,0,0,0,"GasA",3,1,"SBrkr",3,0,"Attchd",3,3,2,"2","WD","Normal",0,0,1,0,0,0,0,1
"2549","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,4,1,6,1,"GasA",4,1,"SBrkr",3,0,"BuiltIn",3,3,2,"5","WD","Normal",1,0,1,0,0,0,0,1
"2550","1 story 1946+","RL",1,3,"Bnk","Inside",2,"1Fam","Hip","CompShg","CemntBd","CmentBd","Stone","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"10","New","Partial",1,0,1,0,0,0,0,1
"2551","PUD multilevel","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,0,"Basment",3,3,2,"5","WD","Normal",0,0,1,0,0,0,0,1
"2552","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","WdShing","Wd Shng","None","CBlock",3,3,3,3,5,"GasA",5,1,"SBrkr",2,0,"Detchd",1,3,2,"12","WD","Normal",1,0,1,0,0,0,0,1
"2553","duplex all style/age","RL",1,4,"Lvl","Corner",2,"Duplex","Gable","CompShg","AsbShng","Plywood","BrkCmn","PConc",0,0,0,0,0,"GasA",3,0,"SBrkr",2,0,"No Garage",0,0,0,"9","WD","Normal",0,0,1,0,0,0,0,1
"2555","1 story unf attic","RL",1,4,"Bnk","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,2,5,"GasA",3,1,"SBrkr",3,4,"Detchd",1,3,2,"8","WD","Normal",1,0,1,0,0,0,0,1
"2556","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,4,1,"GasA",3,1,"SBrkr",3,2,"Detchd",1,3,2,"7","WD","Normal",0,0,1,0,0,0,0,1
"2558","duplex all style/age","RL",1,4,"Lvl","Inside",2,"Duplex","Hip","CompShg","Wd Sdng","Plywood","None","PConc",3,3,2,3,1,"Grav",2,0,"FuseA",3,0,"No Garage",0,0,2,"1","WD","AdjLand",1,0,1,0,0,0,0,1
"2559","1 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Stucco","Plywood","None","PConc",3,3,2,4,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"4","WD","Normal",1,0,3,0,0,0,0,1
"2560","1,5 story fin","RL",1,4,"HLS","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,4,1,"GasA",4,1,"SBrkr",3,4,"Detchd",1,3,1,"8","WD","Normal",1,0,3,0,0,0,0,1
"2561","2 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",4,3,1,6,1,"GasA",3,1,"SBrkr",3,4,"Detchd",1,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"2562","2 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","BrkTil",3,3,1,1,1,"GasA",3,0,"SBrkr",3,4,"Detchd",1,3,2,"4","CWD","Normal",1,0,3,0,0,0,0,1
"2563","2 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,1,1,"GasA",3,1,"SBrkr",3,4,"Detchd",1,3,0,"7","WD","Normal",1,0,3,0,0,0,0,1
"2564","2 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","BrkTil",3,3,1,1,1,"GasA",4,1,"SBrkr",4,3,"Detchd",1,3,2,"10","WD","Normal",1,0,3,0,0,0,0,1
"2565","1 story 1946+","RL",1,2,"HLS","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",0,0,0,0,0,"GasA",2,1,"SBrkr",3,4,"Attchd",3,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"2566","1,5 story fin","RL",1,3,"HLS","Inside",2,"1Fam","Gable","CompShg","AsbShng","CmentBd","None","BrkTil",3,4,1,6,1,"GasA",5,1,"SBrkr",4,3,"Detchd",1,2,2,"11","WD","Normal",1,0,3,0,0,0,0,1
"2567","2 family conversion","RL",1,3,"Lvl","Inside",2,"2fmCon","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,2,1,2,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"10","WD","Normal",1,0,3,0,0,0,0,1
"2568","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","Wd Sdng","MetalSd","BrkFace","CBlock",3,4,2,2,3,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"2569","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Hip","CompShg","HdBoard","BrkFace","None","PConc",4,3,1,4,1,"GasA",5,1,"SBrkr",3,4,"Attchd",2,3,2,"9","CWD","Normal",0,0,3,0,0,0,0,1
"2570","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","MetalSd","MetalSd","None","CBlock",4,3,1,6,1,"GasA",4,1,"SBrkr",3,3,"Detchd",1,3,2,"12","WD","Normal",0,0,3,0,0,0,0,1
"2571","1 story 1946+","RL",1,2,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",4,0,"Attchd",1,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"2572","1 story PUD 1946+","RM",1,3,"Bnk","Inside",1,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,4,6,1,"GasA",4,1,"SBrkr",3,0,"Attchd",1,3,2,"3","WD","Normal",0,0,3,0,0,0,0,1
"2573","1 story 1946+","RL",1,3,"Bnk","Corner",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",4,3,1,3,1,"GasA",5,1,"SBrkr",3,3,"Attchd",3,3,2,"2","WD","Normal",0,0,3,0,0,0,0,1
"2574","1 story 1946+","RL",1,3,"HLS","CulDSac",2,"1Fam","Gable","CompShg","WdShing","Plywood","None","CBlock",4,3,1,1,1,"GasA",4,1,"SBrkr",4,4,"Attchd",3,4,2,"8","WD","Normal",0,0,3,0,0,0,0,1
"2575","1,5 story fin","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,5,1,"GasA",4,1,"FuseA",4,0,"Detchd",3,3,2,"5","WD","Normal",1,0,1,0,0,0,0,0
"2576","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","BrkTil",3,1,1,1,1,"GasA",5,1,"SBrkr",3,0,"No Garage",0,0,0,"9","WD","Normal",1,0,1,0,0,1,0,0
"2577","2 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Plywood","None","BrkTil",4,3,1,5,1,"GasA",5,1,"SBrkr",4,0,"No Garage",0,0,2,"3","WD","Alloca",1,0,1,0,0,0,0,0
"2578","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Stucco","Stucco","None","BrkTil",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,2,0,"9","WD","Normal",1,0,1,0,0,1,0,0
"2579","1,5 story fin","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",0,0,0,0,0,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,0,"3","WD","Normal",1,0,1,0,0,0,0,0
"2583","1 story PUD 1946+","RM",1,3,"HLS","Inside",1,"TwnhsE","Hip","CompShg","CemntBd","CmentBd","Stone","PConc",4,3,4,6,1,"GasA",4,1,"SBrkr",4,4,"Attchd",3,3,2,"10","New","Partial",1,0,3,0,0,0,0,1
"2584","split foyer","RL",1,3,"Bnk","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","Wd Shng","None","CBlock",4,3,3,6,1,"GasA",3,1,"SBrkr",4,1,"BuiltIn",2,3,2,"1","WD","Normal",0,0,2,0,0,0,0,1
"2585","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"12","WD","Normal",0,0,2,0,0,0,0,1
"2586","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"2587","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,1,6,1,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"2588","split/multi level","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","Stone","CBlock",3,3,3,3,6,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"3","WD","Normal",0,0,2,0,0,0,0,1
"2589","split foyer","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,3,5,1,"GasA",3,1,"SBrkr",3,1,"Attchd",1,3,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"2590","1 story PUD 1946+","RL",1,3,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","BrkTil",4,3,3,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"10","WD","Normal",0,0,4,0,0,0,0,1
"2591","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,1,1,"GasA",4,1,"SBrkr",4,4,"Attchd",2,3,2,"7","WD","Normal",1,0,4,0,0,0,0,1
"2592","1 story 1946+","RL",1,3,"HLS","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"4","New","Partial",1,0,4,0,0,0,0,1
"2593","1 story 1946+","RL",1,3,"HLS","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","None","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",2,3,2,"9","New","Partial",1,0,4,0,0,0,0,1
"2594","1 story 1946+","RL",1,4,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,1,5,4,"GasA",4,1,"SBrkr",4,0,"Attchd",1,3,2,"7","WD","Normal",0,0,4,0,0,0,0,1
"2595","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,2,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",1,3,2,"1","WD","Normal",0,0,4,0,0,0,0,1
"2596","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,5,"Attchd",3,3,2,"4","WD","Normal",0,0,4,0,0,0,0,1
"2597","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,1,1,1,"GasA",5,1,"SBrkr",3,3,"Attchd",3,3,2,"11","WD","Normal",0,0,4,0,0,0,0,1
"2598","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"BuiltIn",3,3,2,"7","WD","Normal",1,0,4,0,0,0,0,1
"2599","1 story 1946+","RL",1,3,"HLS","Inside",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,3,4,1,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"9","New","Partial",1,0,4,1,1,0,1,1
"2600","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",0,0,0,0,0,"GasA",5,1,"SBrkr",3,0,"2Types",2,3,0,"6","WD","Normal",0,0,2,0,0,1,0,1
"2601","1 story PUD 1946+","RM",1,3,"Lvl","FR3",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,3,3,6,"GasA",5,1,"SBrkr",3,0,"Attchd",3,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"2602","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","CemntBd","CmentBd","None","CBlock",3,3,1,4,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"5","WD","Normal",0,0,1,0,0,0,0,0
"2603","PUD multilevel","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","CemntBd","CmentBd","None","CBlock",4,3,3,6,1,"GasA",3,1,"SBrkr",3,0,"BuiltIn",3,3,2,"7","WD","Normal",0,0,1,0,0,0,0,0
"2604","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","CemntBd","CmentBd","BrkFace","CBlock",3,3,1,5,1,"GasA",5,1,"SBrkr",3,0,"No Garage",0,0,2,"5","WD","Normal",0,0,1,0,0,0,0,0
"2605","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","CemntBd","CmentBd","None","CBlock",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Attchd",1,3,2,"4","COD","Normal",0,0,1,0,0,0,0,0
"2606","split foyer","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","PConc",4,3,3,6,1,"GasA",3,1,"SBrkr",4,2,"Attchd",3,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"2607","split/multi level","RL",1,3,"Low","Corner",1,"1Fam","Gable","CompShg","HdBoard","Plywood","None","PConc",4,3,4,6,1,"GasA",3,1,"SBrkr",3,3,"Attchd",3,3,2,"9","WD","Normal",0,0,2,0,0,0,0,1
"2608","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","PConc",3,3,2,5,1,"GasA",3,1,"SBrkr",4,3,"Attchd",2,3,1,"5","WD","Normal",1,0,2,0,0,0,0,1
"2609","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","PConc",4,3,1,3,1,"GasA",5,1,"SBrkr",3,4,"Attchd",3,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"2610","split foyer","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","HdBoard","None","CBlock",4,3,3,6,1,"GasA",3,1,"SBrkr",3,0,"No Garage",0,0,2,"9","WD","Normal",0,0,2,0,0,0,0,1
"2612","1 story 1946+","RL",1,2,"Lvl","Corner",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","PConc",4,3,1,2,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"2613","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,1,5,1,"GasA",3,1,"SBrkr",3,0,"Attchd",3,3,2,"5","WD","Normal",0,0,2,0,0,0,0,1
"2614","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","HdBoard","None","CBlock",3,3,1,5,1,"GasA",3,1,"SBrkr",3,0,"Attchd",2,3,2,"12","WD","Normal",0,0,2,0,0,0,0,1
"2615","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","Stone","CBlock",3,3,1,4,3,"GasA",4,1,"SBrkr",3,0,"Attchd",2,3,2,"5","WD","Normal",0,0,2,0,0,0,0,1
"2616","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",4,3,"Attchd",1,3,2,"8","WD","Normal",0,0,2,0,0,0,0,1
"2617","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","Stone","CBlock",3,3,2,3,1,"GasA",2,1,"SBrkr",3,3,"Attchd",1,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"2619","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,2,1,1,"GasA",4,1,"SBrkr",3,3,"Attchd",3,3,2,"3","WD","Normal",0,0,2,0,0,0,0,1
"2620","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",3,3,1,6,1,"GasA",5,1,"SBrkr",3,3,"Attchd",3,3,2,"5","WD","Normal",1,0,3,0,0,0,0,1
"2621","2 story 1946+","RL",1,2,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",3,3,"Attchd",3,3,2,"2","WD","Normal",0,0,3,0,0,0,0,1
"2622","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",3,3,"BuiltIn",3,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"2623","2 story 1946+","RL",1,3,"HLS","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"1","WD","Normal",0,0,3,0,0,0,0,1
"2624","2 story 1946+","RL",1,3,"HLS","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"5","New","Partial",1,0,3,0,0,0,0,1
"2625","2 story PUD 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"12","WD","Normal",0,0,4,0,0,0,0,2
"2626","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",3,3,"Attchd",3,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"2627","1 story PUD 1946+","RL",1,3,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Attchd",2,3,2,"8","WD","Normal",0,0,4,0,0,0,0,2
"2628","2 story 1946+","RL",1,3,"HLS","CulDSac",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"3","New","Partial",1,0,4,0,0,0,0,2
"2629","2 story 1946+","RL",1,3,"HLS","CulDSac",2,"1Fam","Hip","CompShg","CemntBd","CmentBd","BrkFace","PConc",5,3,4,1,1,"GasA",5,1,"SBrkr",5,5,"BuiltIn",3,3,2,"9","New","Partial",0,1,4,0,0,0,0,2
"2630","2 story 1946+","RL",1,3,"HLS","CulDSac",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,4,4,6,1,"GasA",5,1,"SBrkr",4,4,"BuiltIn",3,3,2,"7","New","Partial",0,1,4,0,0,0,0,2
"2631","2 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",2,3,2,"7","New","Partial",0,1,4,0,0,0,0,2
"2632","2 story 1946+","RL",1,3,"HLS","Corner",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,3,1,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"1","New","Partial",1,0,4,0,0,0,0,2
"2633","1 story PUD 1946+","RL",1,4,"HLS","Inside",2,"TwnhsE","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"8","WD","Normal",0,0,4,0,0,0,0,2
"2634","1 story 1946+","RL",1,3,"HLS","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",1,3,2,"9","WD","Normal",0,0,4,0,0,0,0,2
"2635","split foyer","RL",1,3,"Lvl","FR3",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",4,3,3,6,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"2636","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"7","WD","Normal",0,0,3,1,0,0,1,1
"2637","split foyer","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","Wd Shng","Stone","CBlock",5,3,4,6,1,"GasA",3,1,"SBrkr",3,2,"Attchd",2,3,2,"7","WD","Normal",0,0,3,0,0,0,0,1
