"","LotFrontage","LotArea","Street","LotShape","LandSlope","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","YrSold","SalePrice"
"2050",80,13355,1,3,2,7,6,1971,1971,0,3,3,4,4,1,5,583,1,0,242,825,3,1,845,825,0,1670,0,0,1,1,4,1,3,7,7,0,0,1971,3,2,464,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2051",74,7785,1,3,2,5,5,1956,1956,0,3,3,0,0,0,0,0,0,0,0,0,3,1,1014,0,0,1014,0,0,1,0,2,1,3,6,7,0,0,1956,2,1,267,3,3,2,0,0,40,0,200,0,0,0,2008,NA
"2052",90,9900,1,4,2,5,5,1961,1961,0,3,4,3,3,1,1,0,1,0,1114,1114,3,1,1114,0,0,1114,1,0,1,0,3,1,3,5,7,0,0,1961,2,2,451,3,3,2,0,0,0,0,164,0,0,0,2008,NA
"2053",73,11332,1,3,2,5,7,1960,2000,0,3,3,3,3,1,4,528,1,0,590,1118,5,1,1118,0,0,1118,1,0,1,0,3,1,4,6,7,0,0,1960,2,1,264,3,3,2,290,0,0,0,0,0,0,0,2008,NA
"2054",50,4882,1,3,1,4,7,1937,1950,0,3,3,3,3,1,3,120,1,0,228,348,3,1,453,453,0,906,0,0,1,0,2,1,3,5,7,0,0,1937,1,1,231,2,3,2,0,0,0,0,0,0,0,0,2008,NA
"2055",80,9600,1,4,2,5,6,1960,1960,203,2,2,3,3,1,3,658,1,0,638,1296,3,1,1496,0,0,1496,0,0,2,0,3,1,4,6,7,0,0,1960,2,2,450,3,3,2,0,22,0,0,0,0,0,0,2008,NA
"2056",80,9600,1,4,2,5,8,1950,2006,0,3,4,3,3,1,4,32,3,308,232,572,4,1,1337,0,0,1337,1,0,1,0,3,1,4,7,7,1,4,1950,2,1,264,3,3,2,0,192,0,0,0,0,0,0,2008,NA
"2057",63,7584,1,4,2,5,5,1953,1953,88,3,3,3,3,1,2,531,1,0,505,1036,5,1,1036,0,0,1036,0,0,1,0,3,1,3,5,7,0,0,1953,2,1,312,3,3,2,120,24,0,0,0,0,0,0,2008,NA
"2058",90,14670,1,4,2,6,7,1966,1999,410,4,4,3,3,1,4,575,1,0,529,1104,5,1,1104,884,0,1988,0,0,2,1,4,1,4,9,7,1,4,1966,2,2,480,3,3,2,0,230,0,0,0,0,0,0,2008,NA
"2059",74,8856,1,4,2,5,4,1957,1957,143,3,3,3,3,1,5,621,2,52,503,1176,3,1,1176,0,0,1176,1,0,1,0,3,1,3,6,7,2,4,1957,2,1,292,3,3,2,0,88,0,0,95,0,0,0,2008,NA
"2060",82,9840,1,4,2,5,7,1959,1998,0,3,3,3,3,1,5,1053,1,0,195,1248,3,1,1440,0,0,1440,1,0,2,0,2,1,4,7,7,0,0,1959,2,1,480,3,3,2,150,0,0,0,256,0,0,0,2008,NA
"2061",90,13200,1,3,2,6,6,1958,1958,187,3,3,3,3,1,2,958,1,0,437,1395,5,1,1570,0,0,1570,1,0,1,0,3,1,3,5,7,1,3,1958,2,2,441,3,3,2,490,0,0,0,0,0,0,0,2008,NA
"2062",75,10425,1,4,2,5,5,1956,1958,0,3,3,3,3,1,3,774,1,0,330,1104,4,1,1104,0,0,1104,1,0,1,0,3,1,3,5,7,0,0,1956,2,1,384,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2063",60,11556,1,4,2,5,6,1952,1952,52,3,3,3,3,1,3,148,1,0,572,720,5,1,882,0,0,882,1,0,1,0,2,1,4,4,7,0,0,1952,1,1,240,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2064",102,9373,1,3,2,5,6,1953,1953,84,3,3,3,3,1,3,500,2,196,456,1152,3,1,1152,0,0,1152,0,0,1,1,3,1,3,6,7,0,0,1971,1,2,636,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2065",73,12774,1,4,0,5,5,1953,1953,0,3,3,3,3,1,4,624,2,128,232,984,3,0,950,0,0,950,0,0,1,0,2,1,3,5,7,0,0,1953,1,2,400,3,3,2,0,32,0,0,0,0,0,0,2008,NA
"2066",95,14250,1,4,2,6,5,1957,1957,360,3,3,3,3,1,1,0,1,0,998,998,3,1,1790,0,0,1790,0,0,2,0,3,1,3,6,7,2,4,1957,3,2,540,3,3,2,0,40,0,0,0,0,0,1500,2008,NA
"2067",71,8838,1,4,2,5,3,1957,1982,0,3,3,0,0,0,0,0,0,0,0,0,4,1,1764,0,0,1764,0,0,2,1,4,1,3,7,2,1,3,1957,3,1,301,3,3,2,0,72,0,0,0,0,0,0,2008,NA
"2068",76,12436,1,4,2,5,5,1957,1957,0,3,3,3,3,1,1,0,1,0,1824,1824,2,1,1824,0,0,1824,0,0,2,0,5,2,3,9,7,0,0,1958,1,2,484,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2069",60,10122,1,4,2,4,6,1948,1950,0,3,3,0,0,0,0,0,0,0,0,0,3,0,869,0,0,869,0,0,1,0,1,1,3,3,7,0,0,1948,1,1,390,2,3,0,0,0,66,0,0,0,0,0,2008,NA
"2070",45,7506,1,4,2,5,8,1925,1950,0,3,4,3,3,1,1,0,1,0,747,747,3,1,747,412,0,1159,0,0,1,0,3,1,3,5,7,0,0,1932,1,1,288,2,3,0,84,0,96,0,0,0,0,0,2008,NA
"2071",60,5400,1,4,2,4,7,1940,2005,0,4,3,3,3,1,1,0,1,0,672,672,4,1,672,0,0,672,0,0,1,0,2,1,3,4,7,0,0,1997,1,1,308,3,3,0,88,108,0,0,0,0,0,0,2008,NA
"2072",60,10836,1,4,2,5,5,1922,1950,0,3,3,3,3,1,1,0,1,0,892,892,5,1,1254,182,0,1436,0,1,1,0,3,1,3,7,7,1,4,1968,1,4,1488,2,3,0,0,0,100,0,0,0,0,0,2008,NA
"2073",78,10180,1,3,2,5,6,1968,1968,0,3,3,3,3,1,3,744,1,0,168,912,3,1,1044,0,0,1044,0,1,1,1,3,1,3,5,7,1,2,1990,3,2,372,3,3,2,200,48,0,0,0,0,0,450,2008,NA
"2074",76,11355,1,3,2,7,7,1958,2001,125,3,3,3,3,1,4,637,1,0,675,1312,5,1,1312,0,0,1312,0,0,1,1,3,1,3,6,7,1,4,1958,2,2,495,3,3,2,0,304,144,0,0,0,0,6500,2008,NA
"2075",73,12929,1,3,2,6,6,1960,1993,276,3,3,3,3,4,6,697,1,0,384,1081,3,1,1081,0,0,1081,1,0,1,0,3,1,3,5,7,0,0,1960,1,1,401,3,3,2,36,82,0,0,0,0,0,0,2008,NA
"2076",60,7200,1,4,2,5,7,1951,1951,0,3,3,2,3,1,2,432,1,0,444,876,3,1,876,0,0,876,0,0,1,0,2,1,3,5,7,1,3,1972,1,2,576,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2077",80,8000,1,4,2,5,6,1959,1959,0,3,3,3,3,1,4,476,3,488,292,1256,4,1,1256,0,0,1256,1,0,1,1,3,1,4,6,7,0,0,1959,2,1,311,3,3,2,0,240,0,0,0,0,0,0,2008,NA
"2078",80,8000,1,4,2,5,5,1962,1962,0,3,3,3,3,1,4,520,3,319,188,1027,3,1,1027,0,0,1027,0,1,1,0,3,1,3,6,7,0,0,1962,1,1,299,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2079",60,8064,1,4,2,6,6,1948,1950,0,3,3,3,3,1,5,315,1,0,453,768,5,1,819,501,0,1320,0,0,2,0,3,1,3,5,7,0,0,1994,1,2,576,3,3,2,108,0,0,0,0,0,0,0,2008,NA
"2080",64,6390,1,4,2,6,7,1954,1954,0,3,3,3,3,1,1,0,1,0,936,936,3,1,984,0,0,984,1,0,1,0,2,1,3,4,7,0,0,1954,1,1,280,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2081",60,7200,1,4,2,6,5,1954,1954,0,3,3,3,3,1,3,673,1,0,181,854,2,1,854,424,0,1278,0,0,1,0,4,1,3,6,7,0,0,1954,1,1,240,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2082",113,8513,1,4,2,5,5,1961,1961,0,3,3,3,3,3,1,0,1,0,1800,1800,3,0,1800,0,0,1800,0,0,2,0,6,2,3,10,7,0,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,NA
"2083",60,7200,1,4,2,5,6,1955,1967,0,3,4,3,3,2,6,370,1,0,398,768,4,1,1024,564,0,1588,0,0,1,1,3,1,3,6,7,0,0,1955,1,2,480,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2084",60,7200,1,4,2,5,7,1954,1954,0,3,3,3,3,1,1,0,1,0,825,825,3,1,825,0,0,825,0,1,1,0,2,1,3,4,7,0,0,1954,1,1,350,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2085",69,7590,1,4,2,5,5,1963,1963,0,3,3,3,3,1,1,0,1,0,1117,1117,5,1,1117,0,0,1117,0,0,1,0,3,1,3,6,7,0,0,1963,1,1,264,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2086",56,9836,1,4,2,6,5,2008,2008,0,3,3,3,3,1,6,96,1,0,96,192,4,0,1133,0,0,1133,1,0,1,0,3,1,3,7,7,0,0,2008,1,1,308,3,3,2,0,175,0,0,0,0,0,0,2008,NA
"2087",57,9184,1,4,2,5,7,1948,2005,0,3,3,3,3,1,1,0,1,0,780,780,5,1,948,375,0,1323,0,0,1,0,3,1,3,6,7,0,0,1948,1,2,400,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2088",80,4800,1,4,2,5,5,1910,2003,0,3,3,3,2,1,1,0,1,0,680,680,2,0,680,680,0,1360,0,0,1,0,2,1,3,6,7,0,0,1910,1,1,330,2,3,2,192,50,0,0,0,0,0,0,2008,NA
"2089",60,4800,1,4,2,5,4,1940,1950,0,3,3,2,3,1,1,0,1,0,672,672,3,1,672,0,0,672,0,0,1,0,2,1,3,4,7,0,0,1950,1,1,256,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2090",60,6000,1,4,2,6,7,1915,2005,0,4,3,3,3,1,1,0,1,0,728,728,4,1,728,728,0,1456,0,0,1,1,4,1,4,7,7,0,0,1915,1,1,308,2,2,0,0,0,248,0,0,0,0,0,2008,NA
"2091",63,11426,1,4,2,4,6,1910,1996,0,3,3,3,3,1,1,0,1,0,828,828,4,1,828,658,108,1594,0,0,2,0,3,2,3,9,7,0,0,1910,0,0,0,0,0,0,0,172,109,0,0,0,0,0,2008,NA
"2092",63,7628,1,4,2,4,6,1940,1985,0,3,4,3,3,1,1,0,1,0,801,801,4,1,1095,561,0,1656,0,0,2,0,2,1,3,8,4,0,0,1958,1,2,440,3,3,2,187,0,0,0,0,0,0,0,2008,NA
"2093",81,7308,1,4,2,5,5,1920,1950,0,2,2,3,3,1,3,360,1,0,576,936,4,0,960,780,0,1740,0,0,1,0,2,1,5,6,7,1,4,1920,1,1,225,2,2,0,0,0,236,0,0,0,0,0,2008,NA
"2094",60,5400,1,4,2,7,6,1920,2006,0,4,3,3,3,1,1,0,1,0,931,931,3,1,1027,0,0,1027,0,1,1,0,2,1,4,5,7,1,3,1920,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2008,NA
"2095",60,10800,1,4,2,6,6,1940,1950,0,3,3,3,3,1,4,590,1,0,294,884,3,1,884,552,0,1436,0,0,2,0,3,2,3,8,7,2,4,1940,1,2,828,3,3,2,0,0,126,0,0,0,0,0,2008,NA
"2096",60,6756,1,4,2,5,6,1910,1950,0,3,3,3,4,1,1,0,1,0,481,481,3,0,899,0,0,899,0,0,1,0,2,1,3,5,7,0,0,1930,1,1,200,2,3,1,0,0,96,0,0,0,0,0,2008,NA
"2097",44,5914,1,4,2,5,9,1890,1996,0,3,3,2,3,1,1,0,1,0,684,684,4,1,684,396,0,1080,0,0,1,0,3,1,4,5,7,0,0,1890,0,0,0,0,0,0,0,165,30,0,0,0,0,0,2008,NA
"2098",75,9000,1,4,2,5,6,1946,1950,0,3,3,3,3,1,3,445,1,0,459,904,5,1,904,595,0,1499,0,0,1,0,3,1,3,5,7,1,1,1959,1,3,869,3,4,2,0,20,0,0,0,0,0,0,2008,NA
"2099",62,7311,1,4,2,2,5,1946,1950,0,3,4,3,3,1,1,0,1,0,407,407,3,0,407,0,0,407,0,0,1,0,1,1,3,3,7,0,0,1949,1,1,297,2,3,2,76,0,120,0,0,0,0,0,2008,NA
"2100",103,12205,1,4,2,3,1,1949,1992,0,3,3,2,2,1,1,0,1,0,448,448,4,1,1588,0,0,1588,0,0,2,0,5,1,3,6,2,0,0,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,NA
"2101",69,9142,1,4,2,5,5,1900,2006,0,3,2,2,3,1,1,0,1,0,797,797,3,0,830,797,0,1627,0,0,2,0,4,2,3,10,7,0,0,1950,1,2,420,2,1,0,192,0,60,0,0,0,0,0,2008,NA
"2102",53,5350,1,4,2,7,8,1920,1965,0,3,3,3,3,1,4,116,1,0,508,624,5,1,730,720,0,1450,0,0,1,0,3,1,3,7,7,0,0,1935,1,1,288,3,3,2,0,192,0,0,0,0,0,0,2008,NA
"2103",69,9143,1,4,2,5,7,1900,2003,0,3,3,3,3,1,1,0,1,0,346,346,5,1,709,308,0,1017,0,0,1,0,2,1,3,5,7,0,0,1961,1,1,308,3,3,0,0,0,139,0,0,0,0,0,2008,NA
"2104",60,9600,1,4,2,5,5,1920,1960,0,3,3,3,3,1,3,234,1,0,739,973,3,1,1377,973,0,2350,0,0,2,0,4,2,3,10,7,0,0,1930,1,2,393,3,3,2,0,0,219,0,0,0,0,0,2008,NA
"2105",60,6000,1,4,2,5,9,1905,2005,0,4,3,2,3,1,1,0,1,0,572,572,5,1,884,656,0,1540,0,0,1,1,3,1,4,7,7,0,0,1905,0,0,0,0,0,0,240,77,0,0,0,0,0,0,2008,NA
"2106",60,11340,1,4,2,2,1,1920,1950,0,2,2,2,2,1,1,0,1,0,723,723,3,0,723,363,0,1086,0,0,1,0,2,1,3,5,3,0,0,1920,1,2,400,2,1,0,0,24,144,0,0,0,0,0,2008,NA
"2107",60,10800,1,4,2,7,7,1890,1999,0,3,3,3,3,2,1,0,1,0,1313,1313,4,1,1313,1182,0,2495,0,0,2,0,5,1,3,10,7,1,4,1950,1,2,342,3,2,2,0,299,0,0,0,0,0,0,2008,NA
"2108",65,9750,1,4,2,5,6,1959,1959,164,3,3,3,3,1,3,200,1,0,784,984,4,1,984,0,0,984,1,0,1,0,2,1,2,5,7,0,0,1959,1,1,308,3,3,0,0,0,0,0,0,0,0,0,2008,NA
"2109",52,8516,1,4,2,4,6,1958,2006,0,3,3,3,3,1,1,0,1,0,869,869,3,1,1093,0,0,1093,0,0,1,0,2,1,3,5,7,0,0,1959,1,1,308,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2110",55,7111,1,3,2,5,7,1928,1983,0,4,4,3,3,1,2,406,4,273,329,1008,3,1,1143,0,0,1143,0,0,1,0,2,1,3,5,7,1,1,1992,1,1,288,3,3,2,265,0,0,0,0,0,0,0,2008,NA
"2111",51,7425,1,3,2,7,7,1945,1950,0,3,3,3,2,1,1,0,1,0,672,672,4,1,1195,473,0,1668,0,0,1,1,3,1,4,8,7,0,0,1945,1,1,252,3,3,2,210,0,0,0,0,0,0,0,2008,NA
"2112",51,7010,1,4,2,5,5,1935,1950,0,3,3,3,3,1,3,175,1,0,849,1024,3,1,1144,594,0,1738,0,0,2,0,3,1,3,6,7,1,4,1950,1,1,240,3,3,1,0,30,0,0,0,0,0,0,2008,NA
"2113",50,5000,1,4,2,5,7,1941,2006,0,3,4,3,3,1,5,600,1,0,72,672,5,1,832,378,0,1210,0,0,1,0,3,1,4,6,7,0,0,1941,1,1,240,3,3,1,0,0,0,0,0,0,0,0,2008,NA
"2114",59,5870,1,4,2,6,9,1900,2000,0,3,4,3,3,1,1,0,1,0,554,554,5,1,736,554,0,1290,0,0,1,1,3,1,3,6,7,0,0,1926,1,1,200,2,3,2,38,112,0,0,0,0,0,400,2008,NA
"2115",50,6000,1,4,2,6,7,1940,1989,0,3,3,3,3,1,5,521,1,0,460,981,5,1,1014,658,0,1672,0,0,1,1,3,1,4,6,7,1,4,1940,1,1,240,3,3,2,0,11,0,0,0,0,0,0,2008,NA
"2116",50,6000,1,4,2,5,7,1924,2003,0,3,2,3,2,1,1,0,1,0,949,949,5,1,949,0,0,949,0,0,1,0,2,1,3,5,7,1,2,1924,1,2,370,3,3,2,0,0,48,0,0,0,0,0,2008,NA
"2117",50,6000,1,4,2,6,7,1937,2000,0,3,4,3,3,1,3,201,2,162,462,825,5,1,825,672,0,1497,0,0,2,0,3,1,3,5,7,0,0,2004,1,1,672,3,3,2,272,0,0,0,0,0,0,0,2008,NA
"2118",50,6000,1,4,2,6,5,1939,1950,0,3,3,3,3,1,2,264,1,0,475,739,5,1,874,468,0,1342,0,0,2,0,2,2,3,7,7,1,4,1939,1,1,240,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2119",50,5000,1,4,1,6,7,1926,1950,0,3,3,3,3,1,1,0,1,0,992,992,5,1,1013,0,0,1013,0,0,1,0,3,1,3,6,7,0,0,1926,1,1,160,2,3,2,0,0,101,0,0,0,0,0,2008,NA
"2120",60,5520,1,3,2,5,7,1920,1997,0,3,4,3,3,1,5,68,1,0,497,565,3,1,565,651,0,1216,1,0,1,0,3,1,3,6,7,1,4,1920,2,1,355,2,3,2,0,0,180,0,0,0,0,0,2008,NA
"2121",99,5940,1,3,2,4,7,1946,1950,0,3,3,0,0,0,0,0,0,0,0,0,3,1,896,0,0,896,0,0,1,0,2,1,3,4,7,0,0,1946,1,1,280,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2122",52,6240,1,4,2,4,7,1929,1950,0,3,3,3,3,1,4,80,1,0,624,704,5,1,624,512,0,1136,0,1,1,0,2,1,3,6,7,0,0,1990,1,1,336,3,3,2,0,365,80,0,0,0,0,0,2008,NA
"2123",51,6120,1,4,2,5,6,1945,1995,0,3,4,0,0,0,0,0,0,0,0,0,4,0,808,0,0,808,0,0,1,0,1,1,3,6,6,0,0,1925,1,1,164,3,3,1,0,48,0,0,0,0,0,0,2008,NA
"2124",52,6240,1,4,2,7,5,1939,1950,0,3,3,3,3,2,3,300,2,240,449,989,3,1,1245,764,0,2009,0,0,2,0,4,1,3,7,6,1,4,1939,1,2,400,3,3,2,0,20,0,0,0,0,0,0,2008,NA
"2125",51,6120,1,4,2,5,5,1923,1950,0,3,3,3,3,1,2,203,1,0,897,1100,3,1,1226,676,0,1902,0,0,2,0,4,1,3,7,7,0,0,1960,1,2,576,3,3,2,0,139,55,0,0,0,0,0,2008,NA
"2126",60,9144,1,4,2,6,4,1915,2004,0,3,4,3,3,1,1,0,1,0,810,810,5,1,1170,546,0,1716,0,0,2,0,4,1,4,8,7,0,0,1970,1,2,672,3,3,2,0,195,0,0,0,0,0,0,2008,NA
"2127",57,8094,1,4,2,6,8,1910,1983,0,3,3,3,3,2,3,196,1,0,1046,1242,4,1,1242,742,0,1984,0,0,2,0,5,1,3,8,7,0,0,1910,1,1,360,3,3,2,64,0,180,0,0,0,0,1000,2008,NA
"2128",63,4347,1,4,2,6,8,1910,1950,0,4,3,4,4,1,1,0,1,0,796,796,5,1,825,784,0,1609,0,0,1,0,3,1,3,7,7,0,0,1910,1,1,228,2,2,0,0,182,0,0,0,0,0,0,2008,NA
"2129",60,6291,0,3,2,6,6,1930,1950,0,4,4,3,3,1,1,0,1,0,768,768,3,1,768,0,0,768,0,0,1,0,1,1,3,4,7,0,0,1930,1,2,440,3,3,0,0,0,84,0,0,0,0,0,2008,NA
"2130",60,10266,1,4,2,6,6,1952,1952,0,3,3,3,3,1,3,372,1,0,396,768,3,1,768,768,0,1536,0,0,1,1,4,1,3,7,7,0,0,1952,1,1,308,3,3,2,0,216,80,0,0,0,0,0,2008,NA
"2131",60,6876,1,4,2,6,6,1938,1958,0,3,3,3,3,1,1,0,1,0,1272,1272,3,1,1272,0,697,1969,0,0,2,0,4,1,3,9,5,1,4,1938,1,2,400,3,3,2,0,34,0,0,0,0,0,0,2008,NA
"2132",60,10320,1,4,2,5,6,1915,1978,0,3,2,3,2,1,1,0,1,0,880,880,4,1,880,428,0,1308,0,0,2,0,2,1,3,6,7,0,0,1950,1,2,400,2,2,2,0,0,117,0,0,0,0,0,2008,NA
"2133",60,7200,1,4,2,6,7,1925,1992,0,3,3,3,3,1,1,0,1,0,1040,1040,4,1,1040,0,0,1040,0,0,1,0,2,1,3,5,7,0,0,1993,1,2,320,3,3,2,0,132,0,0,0,0,0,0,2008,NA
"2134",62,7006,1,4,2,6,6,1925,1950,0,3,3,3,3,1,3,121,1,0,647,768,3,1,788,448,0,1236,1,0,2,0,3,1,3,6,7,1,4,1985,1,1,384,3,3,2,0,0,0,0,0,0,0,0,2008,NA
"2135",60,10320,1,4,2,5,8,1912,1991,0,3,3,2,3,1,1,0,1,0,451,451,3,1,759,0,0,759,0,0,1,0,1,1,3,5,7,0,0,1997,1,2,576,3,3,0,40,0,0,0,0,0,0,0,2008,NA
"2136",60,10320,1,4,2,3,3,1915,1950,0,2,2,3,2,1,1,0,1,0,536,536,5,0,808,536,0,1344,0,0,2,0,3,2,3,8,7,0,0,1915,0,0,0,0,0,0,42,0,204,0,0,0,0,0,2008,NA
"2137",82,9488,1,4,2,5,6,1947,1993,0,4,3,3,3,1,1,0,1,0,1046,1046,4,0,1054,0,0,1054,0,0,1,0,3,1,3,6,7,0,0,1947,1,1,240,3,3,2,0,60,122,0,0,0,0,0,2008,NA
"2138",72,11235,1,4,2,5,6,1963,1963,0,3,3,4,3,3,5,784,1,0,197,981,3,1,1075,0,0,1075,1,0,1,0,3,1,4,6,7,0,0,1996,1,2,440,3,3,2,64,0,0,0,64,0,0,0,2008,NA
"2139",80,13014,1,4,2,6,5,1978,1978,39,3,3,3,3,3,5,528,1,0,480,1008,3,1,1096,0,0,1096,1,0,1,0,3,1,3,6,7,1,2,1978,1,2,484,3,3,2,168,0,0,0,0,0,0,0,2008,NA
"2140",68,10265,1,3,2,5,7,1967,2005,0,3,2,3,3,1,5,758,1,0,234,992,5,1,992,0,0,992,1,0,1,0,3,1,4,6,7,0,0,1967,2,1,294,3,3,2,204,0,0,0,0,0,0,600,2008,NA
"2141",72,7703,1,3,2,6,8,1978,1978,40,3,3,4,3,4,5,450,1,0,0,450,5,1,1034,0,0,1034,0,1,1,0,3,1,3,6,7,1,1,1978,3,2,504,3,3,2,311,0,0,0,0,0,0,0,2008,NA
"2142",72,9981,1,3,2,5,5,1967,1967,340,3,3,3,3,2,4,221,1,0,852,1073,4,1,1073,0,0,1073,0,0,1,0,3,1,3,6,7,0,0,1967,2,1,270,3,3,2,0,90,0,0,0,0,0,0,2008,NA
"2143",72,7400,1,3,2,5,5,1984,1984,0,3,3,4,3,3,2,104,5,956,0,1060,3,1,1126,0,0,1126,1,0,1,0,2,1,3,5,7,0,0,1984,1,2,506,3,3,2,178,0,0,0,0,0,0,0,2008,NA
"2144",60,12900,1,4,2,5,4,1920,1950,0,3,3,3,2,1,4,1300,1,0,0,1300,2,1,1140,0,0,1140,1,0,1,0,3,1,3,6,7,0,0,1920,1,2,400,3,3,2,0,0,190,0,0,0,0,0,2008,NA
"2145",94,9239,1,4,2,5,8,1963,2003,0,3,4,3,3,1,6,634,1,0,326,960,5,1,960,0,0,960,1,0,1,0,3,1,4,6,7,0,0,1963,3,1,300,3,3,2,168,0,0,0,0,0,0,0,2008,NA
"2146",88,14175,1,4,2,6,8,1956,1956,0,3,3,3,4,4,6,776,1,0,212,988,3,1,1188,0,0,1188,1,0,1,0,1,1,3,4,7,1,3,1956,1,2,621,3,3,2,102,89,231,0,0,0,0,0,2008,NA
"2147",80,10532,1,4,2,5,3,1960,1960,275,3,3,3,3,2,3,988,1,0,0,988,4,1,1721,0,0,1721,1,0,2,0,3,1,3,7,4,2,3,1960,1,2,626,3,3,2,50,84,0,0,0,0,0,0,2008,NA
"2148",63,8375,1,4,2,5,7,1941,1973,0,3,3,3,3,1,5,336,1,0,240,576,4,1,864,486,0,1350,1,0,1,1,2,1,4,6,5,0,0,1973,1,3,627,3,3,0,0,0,0,0,0,0,0,0,2008,NA
"2149",72,10200,1,4,2,5,8,1970,1970,0,3,4,4,3,3,5,704,1,0,160,864,5,1,904,0,0,904,0,0,1,0,3,1,4,5,7,0,0,1979,1,3,912,3,3,2,143,0,0,0,0,0,0,0,2008,NA
"2150",82,20270,1,3,2,7,6,1979,1979,0,3,3,4,3,4,6,599,1,0,925,1524,3,1,1524,0,0,1524,1,0,2,0,3,1,3,7,7,2,4,1979,3,2,478,3,3,2,140,0,0,0,0,0,0,0,2008,NA
"2151",50,5190,1,4,2,7,5,1948,1950,0,3,3,3,3,1,1,0,1,0,570,570,3,1,617,462,0,1079,0,0,1,0,2,1,3,5,7,1,4,1948,1,1,249,3,3,2,135,0,0,0,0,0,0,0,2008,NA
"2152",85,19550,1,4,2,5,7,1940,2007,0,3,3,3,3,4,5,1035,1,0,545,1580,5,1,1518,0,0,1518,1,0,1,0,2,1,2,5,7,2,4,1940,0,0,0,0,0,2,0,39,0,0,0,0,0,0,2008,NA
"2153",68,9571,1,4,2,5,6,1956,1956,0,3,3,3,3,3,3,870,1,0,639,1509,3,1,1509,0,0,1509,1,0,1,0,3,1,4,6,7,1,3,1956,1,1,322,3,3,2,158,0,0,0,576,0,0,0,2008,NA
"2154",50,9350,1,4,2,5,5,1975,1975,0,3,3,4,3,3,6,864,1,0,0,864,2,0,864,0,0,864,1,0,1,0,2,1,3,4,7,0,0,1975,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2008,NA
"2155",50,9360,1,4,2,6,8,1962,2001,216,4,3,3,3,1,3,324,1,0,297,621,3,1,621,648,0,1269,0,0,1,1,3,1,3,7,7,0,0,1962,1,1,280,3,3,2,0,236,0,0,0,0,0,0,2008,NA
"2156",67,9771,1,1,2,6,5,1995,2002,190,4,3,4,3,1,2,779,1,0,298,1077,5,1,1093,1721,0,2814,0,1,2,1,4,1,4,9,7,1,3,1995,3,2,614,3,3,2,48,32,0,0,216,0,0,0,2008,NA
"2157",80,9938,1,4,2,7,5,1994,1994,251,4,3,4,3,1,6,1271,1,0,331,1602,5,1,1626,0,0,1626,1,0,2,1,3,1,4,7,7,1,3,1994,2,2,534,3,3,2,424,40,0,0,0,0,0,0,2008,NA
"2158",67,14171,1,2,2,7,5,1993,1994,0,4,3,4,3,1,6,355,1,0,457,812,5,1,1101,1099,0,2200,0,0,2,1,4,1,4,9,7,1,3,1993,2,2,453,3,3,2,168,98,0,0,0,0,0,0,2008,NA
"2159",85,10541,1,3,2,7,5,1996,1996,0,4,3,4,3,3,1,0,1,0,672,672,5,1,1302,735,0,2037,0,0,2,1,3,1,4,8,7,1,3,1996,3,2,472,3,3,2,100,33,0,0,0,0,0,0,2008,NA
"2160",65,10616,1,3,2,7,5,2007,2007,0,4,3,4,3,1,1,0,1,0,628,628,5,1,628,728,0,1356,0,0,2,1,3,1,4,6,7,1,4,2007,3,2,484,3,3,2,100,24,0,0,0,0,0,0,2008,NA
